"id","name","date","year","datetime","lat","lon","status","max_wind","min_pressure","landfall"
"AL011982","ALBERTO",1982-06-02,1982,1982-06-02 12:00:00,21.7,-87.1,"TD",20,1005,0
"AL011982","ALBERTO",1982-06-02,1982,1982-06-02 18:00:00,22.2,-86.5,"TD",25,1004,0
"AL011982","ALBERTO",1982-06-03,1982,1982-06-03,22.6,-85.8,"TD",30,1003,0
"AL011982","ALBERTO",1982-06-03,1982,1982-06-03 06:00:00,22.8,-85,"TS",40,1001,0
"AL011982","ALBERTO",1982-06-03,1982,1982-06-03 12:00:00,23.2,-84.2,"TS",50,995,0
"AL011982","ALBERTO",1982-06-03,1982,1982-06-03 18:00:00,24,-83.6,"HU",75,985,0
"AL011982","ALBERTO",1982-06-04,1982,1982-06-04,24.8,-83.4,"HU",65,992,0
"AL011982","ALBERTO",1982-06-04,1982,1982-06-04 06:00:00,24.9,-84.1,"TS",55,998,0
"AL011982","ALBERTO",1982-06-04,1982,1982-06-04 12:00:00,24.9,-84.8,"TS",45,1002,0
"AL011982","ALBERTO",1982-06-04,1982,1982-06-04 18:00:00,25,-84.2,"TS",40,1005,0
"AL011982","ALBERTO",1982-06-05,1982,1982-06-05,25.1,-84.1,"TD",30,1007,0
"AL011982","ALBERTO",1982-06-05,1982,1982-06-05 06:00:00,25.2,-84,"TD",25,1008,0
"AL011982","ALBERTO",1982-06-05,1982,1982-06-05 12:00:00,25.3,-83.9,"TD",25,1009,0
"AL011982","ALBERTO",1982-06-05,1982,1982-06-05 18:00:00,25.4,-83.6,"TD",25,1010,0
"AL011982","ALBERTO",1982-06-06,1982,1982-06-06,25.5,-83.3,"TD",25,1010,0
"AL011982","ALBERTO",1982-06-06,1982,1982-06-06 06:00:00,25.5,-83,"TD",25,1010,0
"AL011982","ALBERTO",1982-06-06,1982,1982-06-06 12:00:00,25.5,-82.6,"TD",20,1010,0
"AL021982","UNNAMED",1982-06-18,1982,1982-06-18,25.8,-86.4,"SD",25,1004,0
"AL021982","UNNAMED",1982-06-18,1982,1982-06-18 06:00:00,27.1,-84.6,"SD",30,1003,0
"AL021982","UNNAMED",1982-06-18,1982,1982-06-18 12:00:00,28.7,-82.8,"SS",40,999,0
"AL021982","UNNAMED",1982-06-18,1982,1982-06-18 18:00:00,31.4,-80.3,"SS",60,992,0
"AL021982","UNNAMED",1982-06-19,1982,1982-06-19,32.5,-79.2,"SS",60,992,0
"AL021982","UNNAMED",1982-06-19,1982,1982-06-19 06:00:00,33.9,-77.8,"SS",60,992,0
"AL021982","UNNAMED",1982-06-19,1982,1982-06-19 12:00:00,35.3,-76,"SS",60,992,0
"AL021982","UNNAMED",1982-06-19,1982,1982-06-19 18:00:00,37.1,-73,"SS",60,992,0
"AL021982","UNNAMED",1982-06-20,1982,1982-06-20,39.5,-70,"SS",60,992,0
"AL021982","UNNAMED",1982-06-20,1982,1982-06-20 06:00:00,42.5,-65.5,"SS",60,988,0
"AL021982","UNNAMED",1982-06-20,1982,1982-06-20 12:00:00,44.5,-60,"SS",60,984,0
"AL021982","UNNAMED",1982-06-20,1982,1982-06-20 18:00:00,45.4,-56,"EX",60,990,0
"AL031982","BERYL",1982-08-28,1982,1982-08-28 12:00:00,13.7,-22.2,"TD",30,1008,0
"AL031982","BERYL",1982-08-28,1982,1982-08-28 18:00:00,13.9,-22.7,"TS",35,1006,0
"AL031982","BERYL",1982-08-29,1982,1982-08-29,14.1,-23.6,"TS",35,1005,0
"AL031982","BERYL",1982-08-29,1982,1982-08-29 06:00:00,14.5,-24.9,"TS",40,1003,0
"AL031982","BERYL",1982-08-29,1982,1982-08-29 12:00:00,14.9,-26.3,"TS",45,1002,0
"AL031982","BERYL",1982-08-29,1982,1982-08-29 18:00:00,15.3,-27.7,"TS",45,1000,0
"AL031982","BERYL",1982-08-30,1982,1982-08-30,15.7,-29.1,"TS",50,999,0
"AL031982","BERYL",1982-08-30,1982,1982-08-30 06:00:00,16,-30.6,"TS",50,998,0
"AL031982","BERYL",1982-08-30,1982,1982-08-30 12:00:00,16.3,-32.1,"TS",50,996,0
"AL031982","BERYL",1982-08-30,1982,1982-08-30 18:00:00,16.7,-33.6,"TS",55,995,0
"AL031982","BERYL",1982-08-31,1982,1982-08-31,17,-35,"TS",55,993,0
"AL031982","BERYL",1982-08-31,1982,1982-08-31 06:00:00,17.2,-36.4,"TS",60,992,0
"AL031982","BERYL",1982-08-31,1982,1982-08-31 12:00:00,17.7,-37.8,"TS",60,991,0
"AL031982","BERYL",1982-08-31,1982,1982-08-31 18:00:00,18,-39,"TS",60,990,0
"AL031982","BERYL",1982-09-01,1982,1982-09-01,18.3,-40,"TS",60,989,0
"AL031982","BERYL",1982-09-01,1982,1982-09-01 06:00:00,18.6,-40.9,"TS",60,998,0
"AL031982","BERYL",1982-09-01,1982,1982-09-01 12:00:00,18.8,-41.7,"TS",60,998,0
"AL031982","BERYL",1982-09-01,1982,1982-09-01 18:00:00,19,-42.4,"TS",60,990,0
"AL031982","BERYL",1982-09-02,1982,1982-09-02,19.2,-43.2,"TS",55,994,0
"AL031982","BERYL",1982-09-02,1982,1982-09-02 06:00:00,19.4,-44.1,"TS",45,1000,0
"AL031982","BERYL",1982-09-02,1982,1982-09-02 12:00:00,19.7,-45.1,"TS",35,1005,0
"AL031982","BERYL",1982-09-02,1982,1982-09-02 18:00:00,19.9,-46.2,"TD",30,1008,0
"AL031982","BERYL",1982-09-03,1982,1982-09-03,20.1,-47.4,"TD",30,1009,0
"AL031982","BERYL",1982-09-03,1982,1982-09-03 06:00:00,20.1,-48.6,"TD",30,1009,0
"AL031982","BERYL",1982-09-03,1982,1982-09-03 12:00:00,20,-49.8,"TD",30,1006,0
"AL031982","BERYL",1982-09-03,1982,1982-09-03 18:00:00,20,-51,"TD",30,1006,0
"AL031982","BERYL",1982-09-04,1982,1982-09-04,19.9,-51.9,"TD",30,1008,0
"AL031982","BERYL",1982-09-04,1982,1982-09-04 06:00:00,19.9,-52.9,"TD",30,1009,0
"AL031982","BERYL",1982-09-04,1982,1982-09-04 12:00:00,19.8,-53.8,"TD",30,1009,0
"AL031982","BERYL",1982-09-04,1982,1982-09-04 18:00:00,19.7,-54.9,"TD",30,1009,0
"AL031982","BERYL",1982-09-05,1982,1982-09-05,19.6,-55.9,"TD",30,1009,0
"AL031982","BERYL",1982-09-05,1982,1982-09-05 06:00:00,19.4,-57,"TD",25,1009,0
"AL031982","BERYL",1982-09-05,1982,1982-09-05 12:00:00,19.4,-58.3,"TD",25,1010,0
"AL031982","BERYL",1982-09-05,1982,1982-09-05 18:00:00,19.5,-59.7,"TD",30,1010,0
"AL031982","BERYL",1982-09-06,1982,1982-09-06,19.7,-61,"TD",30,1010,0
"AL031982","BERYL",1982-09-06,1982,1982-09-06 06:00:00,19.8,-62.3,"TD",30,1010,0
"AL031982","BERYL",1982-09-06,1982,1982-09-06 12:00:00,20,-63.6,"TD",25,1010,0
"AL041982","UNNAMED",1982-09-06,1982,1982-09-06,16.8,-53,"TD",20,-999,0
"AL041982","UNNAMED",1982-09-06,1982,1982-09-06 06:00:00,16.9,-54.1,"TD",25,-999,0
"AL041982","UNNAMED",1982-09-06,1982,1982-09-06 12:00:00,17,-55.1,"TD",25,-999,0
"AL041982","UNNAMED",1982-09-06,1982,1982-09-06 18:00:00,17.7,-56.2,"TD",30,-999,0
"AL041982","UNNAMED",1982-09-07,1982,1982-09-07,18,-57.2,"TD",30,-999,0
"AL041982","UNNAMED",1982-09-07,1982,1982-09-07 06:00:00,18.6,-58.2,"TD",30,-999,0
"AL041982","UNNAMED",1982-09-07,1982,1982-09-07 12:00:00,19,-59,"TD",30,-999,0
"AL041982","UNNAMED",1982-09-07,1982,1982-09-07 18:00:00,19.5,-60.2,"TD",30,-999,0
"AL041982","UNNAMED",1982-09-08,1982,1982-09-08,20,-61.2,"TD",30,-999,0
"AL041982","UNNAMED",1982-09-08,1982,1982-09-08 06:00:00,20.4,-62.2,"TD",30,-999,0
"AL041982","UNNAMED",1982-09-08,1982,1982-09-08 12:00:00,21,-63,"TD",30,-999,0
"AL041982","UNNAMED",1982-09-08,1982,1982-09-08 18:00:00,21.8,-64,"TD",30,-999,0
"AL041982","UNNAMED",1982-09-09,1982,1982-09-09,22.4,-64.9,"TD",25,-999,0
"AL041982","UNNAMED",1982-09-09,1982,1982-09-09 06:00:00,23.2,-65.5,"TD",25,-999,0
"AL041982","UNNAMED",1982-09-09,1982,1982-09-09 12:00:00,24,-66,"TD",20,-999,0
"AL051982","CHRIS",1982-09-09,1982,1982-09-09,26.2,-91,"SD",25,1010,0
"AL051982","CHRIS",1982-09-09,1982,1982-09-09 06:00:00,26.3,-91.7,"SD",25,1010,0
"AL051982","CHRIS",1982-09-09,1982,1982-09-09 12:00:00,26.4,-92.3,"SD",25,1009,0
"AL051982","CHRIS",1982-09-09,1982,1982-09-09 18:00:00,26.6,-93,"SD",30,1009,0
"AL051982","CHRIS",1982-09-10,1982,1982-09-10,26.8,-93.1,"TD",30,1008,0
"AL051982","CHRIS",1982-09-10,1982,1982-09-10 06:00:00,26.9,-94,"TD",30,1007,0
"AL051982","CHRIS",1982-09-10,1982,1982-09-10 12:00:00,27.3,-94.2,"TS",35,1005,0
"AL051982","CHRIS",1982-09-10,1982,1982-09-10 18:00:00,27.9,-94.1,"TS",45,1001,0
"AL051982","CHRIS",1982-09-11,1982,1982-09-11,28.4,-94.1,"TS",50,1000,0
"AL051982","CHRIS",1982-09-11,1982,1982-09-11 06:00:00,29,-94,"TS",50,997,0
"AL051982","CHRIS",1982-09-11,1982,1982-09-11 12:00:00,29.8,-93.8,"TS",55,994,0
"AL051982","CHRIS",1982-09-11,1982,1982-09-11 18:00:00,30.8,-93.4,"TS",40,999,0
"AL051982","CHRIS",1982-09-12,1982,1982-09-12,31.8,-93.2,"TD",30,1004,0
"AL051982","CHRIS",1982-09-12,1982,1982-09-12 06:00:00,32.8,-92.8,"TD",30,1006,0
"AL051982","CHRIS",1982-09-12,1982,1982-09-12 12:00:00,33.8,-92.4,"TD",30,1008,0
"AL051982","CHRIS",1982-09-12,1982,1982-09-12 18:00:00,34.8,-91.8,"TD",25,1010,0
"AL061982","DEBBY",1982-09-13,1982,1982-09-13 12:00:00,19.8,-69.5,"TD",30,1010,0
"AL061982","DEBBY",1982-09-13,1982,1982-09-13 18:00:00,20.8,-70.2,"TD",30,1009,0
"AL061982","DEBBY",1982-09-14,1982,1982-09-14,21.5,-71,"TD",30,1009,0
"AL061982","DEBBY",1982-09-14,1982,1982-09-14 06:00:00,22.4,-71.8,"TD",30,1008,0
"AL061982","DEBBY",1982-09-14,1982,1982-09-14 12:00:00,23.5,-71.9,"TS",35,1006,0
"AL061982","DEBBY",1982-09-14,1982,1982-09-14 18:00:00,24.6,-71.8,"TS",55,1000,0
"AL061982","DEBBY",1982-09-15,1982,1982-09-15,25.6,-71,"HU",65,993,0
"AL061982","DEBBY",1982-09-15,1982,1982-09-15 06:00:00,26.7,-70.3,"HU",65,990,0
"AL061982","DEBBY",1982-09-15,1982,1982-09-15 12:00:00,27.8,-69.6,"HU",75,980,0
"AL061982","DEBBY",1982-09-15,1982,1982-09-15 18:00:00,29,-68.5,"HU",90,969,0
"AL061982","DEBBY",1982-09-16,1982,1982-09-16,30.5,-67.5,"HU",95,966,0
"AL061982","DEBBY",1982-09-16,1982,1982-09-16 06:00:00,32.1,-66.7,"HU",95,966,0
"AL061982","DEBBY",1982-09-16,1982,1982-09-16 12:00:00,33.6,-65.8,"HU",95,966,0
"AL061982","DEBBY",1982-09-16,1982,1982-09-16 18:00:00,35.1,-65.6,"HU",95,966,0
"AL061982","DEBBY",1982-09-17,1982,1982-09-17,36.4,-65.6,"HU",95,966,0
"AL061982","DEBBY",1982-09-17,1982,1982-09-17 06:00:00,36.8,-65.6,"HU",95,966,0
"AL061982","DEBBY",1982-09-17,1982,1982-09-17 12:00:00,37.1,-65,"HU",95,966,0
"AL061982","DEBBY",1982-09-17,1982,1982-09-17 18:00:00,37.6,-63.5,"HU",100,960,0
"AL061982","DEBBY",1982-09-18,1982,1982-09-18,38.8,-62.3,"HU",115,950,0
"AL061982","DEBBY",1982-09-18,1982,1982-09-18 06:00:00,40.1,-60.7,"HU",110,952,0
"AL061982","DEBBY",1982-09-18,1982,1982-09-18 12:00:00,41.6,-58.5,"HU",110,954,0
"AL061982","DEBBY",1982-09-18,1982,1982-09-18 18:00:00,43.5,-56.1,"HU",100,960,0
"AL061982","DEBBY",1982-09-19,1982,1982-09-19,45.3,-53.5,"HU",90,970,0
"AL061982","DEBBY",1982-09-19,1982,1982-09-19 06:00:00,47,-50.5,"HU",75,979,0
"AL061982","DEBBY",1982-09-19,1982,1982-09-19 12:00:00,48.5,-47.1,"HU",70,987,0
"AL061982","DEBBY",1982-09-19,1982,1982-09-19 18:00:00,50,-43.5,"HU",70,987,0
"AL061982","DEBBY",1982-09-20,1982,1982-09-20,50.8,-39,"HU",70,987,0
"AL061982","DEBBY",1982-09-20,1982,1982-09-20 06:00:00,51.5,-33.5,"TS",60,993,0
"AL061982","DEBBY",1982-09-20,1982,1982-09-20 12:00:00,51.8,-26.6,"TS",50,996,0
"AL061982","DEBBY",1982-09-20,1982,1982-09-20 18:00:00,51.5,-19,"EX",50,996,0
"AL071982","UNNAMED",1982-09-24,1982,1982-09-24,25.3,-71.5,"TD",20,-999,0
"AL071982","UNNAMED",1982-09-24,1982,1982-09-24 06:00:00,26,-72.5,"TD",25,-999,0
"AL071982","UNNAMED",1982-09-24,1982,1982-09-24 12:00:00,27.1,-73,"TD",25,-999,0
"AL071982","UNNAMED",1982-09-24,1982,1982-09-24 18:00:00,28.1,-72.1,"TD",30,-999,0
"AL071982","UNNAMED",1982-09-25,1982,1982-09-25,29,-71.5,"TD",30,-999,0
"AL071982","UNNAMED",1982-09-25,1982,1982-09-25 06:00:00,30,-70.6,"TD",30,-999,0
"AL071982","UNNAMED",1982-09-25,1982,1982-09-25 12:00:00,31,-69.6,"TD",30,-999,0
"AL071982","UNNAMED",1982-09-25,1982,1982-09-25 18:00:00,32.3,-68.5,"TD",30,-999,0
"AL071982","UNNAMED",1982-09-26,1982,1982-09-26,33.5,-67.5,"TD",30,-999,0
"AL071982","UNNAMED",1982-09-26,1982,1982-09-26 06:00:00,34.8,-66.2,"TD",30,-999,0
"AL071982","UNNAMED",1982-09-26,1982,1982-09-26 12:00:00,36,-65,"TD",30,-999,0
"AL071982","UNNAMED",1982-09-26,1982,1982-09-26 18:00:00,37,-64,"TD",30,-999,0
"AL071982","UNNAMED",1982-09-27,1982,1982-09-27,38,-63,"TD",25,-999,0
"AL071982","UNNAMED",1982-09-27,1982,1982-09-27 06:00:00,39.2,-61.5,"TD",25,-999,0
"AL071982","UNNAMED",1982-09-27,1982,1982-09-27 12:00:00,40.1,-60.1,"TD",20,-999,0
"AL081982","ERNESTO",1982-09-30,1982,1982-09-30 12:00:00,24.8,-65.4,"TD",30,1006,0
"AL081982","ERNESTO",1982-09-30,1982,1982-09-30 18:00:00,25.3,-66.8,"TD",30,1005,0
"AL081982","ERNESTO",1982-10-01,1982,1982-10-01,25.9,-67.4,"TD",30,1005,0
"AL081982","ERNESTO",1982-10-01,1982,1982-10-01 06:00:00,26.5,-67.8,"TS",35,1004,0
"AL081982","ERNESTO",1982-10-01,1982,1982-10-01 12:00:00,27.3,-67.7,"TS",40,1003,0
"AL081982","ERNESTO",1982-10-01,1982,1982-10-01 18:00:00,27.9,-67.1,"TS",50,1000,0
"AL081982","ERNESTO",1982-10-02,1982,1982-10-02,28.5,-66.2,"TS",60,997,0
"AL081982","ERNESTO",1982-10-02,1982,1982-10-02 06:00:00,29.1,-65.1,"TS",55,997,0
"AL081982","ERNESTO",1982-10-02,1982,1982-10-02 12:00:00,29.8,-63,"TS",50,998,0
"AL081982","ERNESTO",1982-10-02,1982,1982-10-02 18:00:00,30.5,-60.5,"TS",45,1001,0
"AL081982","ERNESTO",1982-10-03,1982,1982-10-03,32,-58,"EX",40,1003,0
"AL011983","UNNAMED",1983-07-23,1983,1983-07-23 12:00:00,10,-38,"TD",20,-999,0
"AL011983","UNNAMED",1983-07-23,1983,1983-07-23 18:00:00,10.2,-39.4,"TD",25,-999,0
"AL011983","UNNAMED",1983-07-24,1983,1983-07-24,10.7,-40.8,"TD",25,-999,0
"AL011983","UNNAMED",1983-07-24,1983,1983-07-24 06:00:00,10.9,-42.1,"TD",30,-999,0
"AL011983","UNNAMED",1983-07-24,1983,1983-07-24 12:00:00,11,-43.4,"TD",30,-999,0
"AL011983","UNNAMED",1983-07-24,1983,1983-07-24 18:00:00,11.2,-44.9,"TD",30,-999,0
"AL011983","UNNAMED",1983-07-25,1983,1983-07-25,11.6,-46.2,"TD",30,-999,0
"AL011983","UNNAMED",1983-07-25,1983,1983-07-25 06:00:00,11.8,-47.8,"TD",30,-999,0
"AL011983","UNNAMED",1983-07-25,1983,1983-07-25 12:00:00,12,-49,"TD",30,-999,0
"AL011983","UNNAMED",1983-07-25,1983,1983-07-25 18:00:00,12.1,-50.5,"TD",30,-999,0
"AL011983","UNNAMED",1983-07-26,1983,1983-07-26,12.2,-52,"TD",30,-999,0
"AL011983","UNNAMED",1983-07-26,1983,1983-07-26 06:00:00,12.4,-53.1,"TD",30,-999,0
"AL011983","UNNAMED",1983-07-26,1983,1983-07-26 12:00:00,12.6,-54.5,"TD",30,-999,0
"AL011983","UNNAMED",1983-07-26,1983,1983-07-26 18:00:00,13,-56,"TD",30,-999,0
"AL011983","UNNAMED",1983-07-27,1983,1983-07-27,13.1,-57.2,"TD",30,-999,0
"AL011983","UNNAMED",1983-07-27,1983,1983-07-27 06:00:00,13.3,-58.8,"TD",30,-999,0
"AL011983","UNNAMED",1983-07-27,1983,1983-07-27 12:00:00,13.7,-60.1,"TD",30,-999,0
"AL011983","UNNAMED",1983-07-27,1983,1983-07-27 18:00:00,13.9,-61.8,"TD",30,-999,0
"AL011983","UNNAMED",1983-07-28,1983,1983-07-28,14,-63,"TD",25,-999,0
"AL011983","UNNAMED",1983-07-28,1983,1983-07-28 06:00:00,14.2,-64.6,"TD",25,-999,0
"AL011983","UNNAMED",1983-07-28,1983,1983-07-28 12:00:00,14.6,-66,"TD",20,-999,0
"AL011983","UNNAMED",1983-07-28,1983,1983-07-28 18:00:00,15,-67.5,"TD",20,-999,0
"AL021983","UNNAMED",1983-07-27,1983,1983-07-27 12:00:00,12,-27,"TD",25,-999,0
"AL021983","UNNAMED",1983-07-27,1983,1983-07-27 18:00:00,12,-28.5,"TD",25,-999,0
"AL021983","UNNAMED",1983-07-28,1983,1983-07-28,12,-29.7,"TD",25,-999,0
"AL021983","UNNAMED",1983-07-28,1983,1983-07-28 06:00:00,12,-31,"TD",25,-999,0
"AL021983","UNNAMED",1983-07-28,1983,1983-07-28 12:00:00,12.1,-32.1,"TD",30,-999,0
"AL021983","UNNAMED",1983-07-28,1983,1983-07-28 18:00:00,12.5,-33.8,"TD",30,-999,0
"AL021983","UNNAMED",1983-07-29,1983,1983-07-29,12.9,-35.2,"TD",30,-999,0
"AL021983","UNNAMED",1983-07-29,1983,1983-07-29 06:00:00,13.1,-36.9,"TD",30,-999,0
"AL021983","UNNAMED",1983-07-29,1983,1983-07-29 12:00:00,13.6,-38.4,"TD",30,-999,0
"AL021983","UNNAMED",1983-07-29,1983,1983-07-29 18:00:00,13.9,-39.9,"TD",30,-999,0
"AL021983","UNNAMED",1983-07-30,1983,1983-07-30,14.1,-41.2,"TD",30,-999,0
"AL021983","UNNAMED",1983-07-30,1983,1983-07-30 06:00:00,14.4,-42.6,"TD",30,-999,0
"AL021983","UNNAMED",1983-07-30,1983,1983-07-30 12:00:00,14.7,-44,"TD",30,-999,0
"AL021983","UNNAMED",1983-07-30,1983,1983-07-30 18:00:00,15,-45.5,"TD",30,-999,0
"AL021983","UNNAMED",1983-07-31,1983,1983-07-31,15.3,-47.1,"TD",30,-999,0
"AL021983","UNNAMED",1983-07-31,1983,1983-07-31 06:00:00,15.7,-48.8,"TD",30,-999,0
"AL021983","UNNAMED",1983-07-31,1983,1983-07-31 12:00:00,16,-50.2,"TD",30,-999,0
"AL021983","UNNAMED",1983-07-31,1983,1983-07-31 18:00:00,16.2,-52,"TD",30,-999,0
"AL021983","UNNAMED",1983-08-01,1983,1983-08-01,16.7,-53.8,"TD",25,-999,0
"AL021983","UNNAMED",1983-08-01,1983,1983-08-01 06:00:00,17,-55.4,"TD",25,-999,0
"AL021983","UNNAMED",1983-08-01,1983,1983-08-01 12:00:00,17.1,-57,"TD",25,-999,0
"AL021983","UNNAMED",1983-08-01,1983,1983-08-01 18:00:00,17.7,-58.7,"TD",25,-999,0
"AL021983","UNNAMED",1983-08-02,1983,1983-08-02,18,-60.2,"TD",25,-999,0
"AL021983","UNNAMED",1983-08-02,1983,1983-08-02 06:00:00,18.3,-61.8,"TD",20,-999,0
"AL021983","UNNAMED",1983-08-02,1983,1983-08-02 12:00:00,18.8,-63.1,"TD",20,-999,0
"AL031983","ALICIA",1983-08-15,1983,1983-08-15 12:00:00,27.3,-90.5,"TD",30,1009,0
"AL031983","ALICIA",1983-08-15,1983,1983-08-15 18:00:00,27.2,-91,"TS",40,1006,0
"AL031983","ALICIA",1983-08-16,1983,1983-08-16,27.1,-91.5,"TS",45,1005,0
"AL031983","ALICIA",1983-08-16,1983,1983-08-16 06:00:00,27,-92,"TS",50,1004,0
"AL031983","ALICIA",1983-08-16,1983,1983-08-16 12:00:00,27.1,-92.4,"TS",55,1002,0
"AL031983","ALICIA",1983-08-16,1983,1983-08-16 18:00:00,27.3,-92.8,"TS",60,998,0
"AL031983","ALICIA",1983-08-17,1983,1983-08-17,27.4,-93.3,"HU",65,991,0
"AL031983","ALICIA",1983-08-17,1983,1983-08-17 06:00:00,27.7,-93.7,"HU",70,987,0
"AL031983","ALICIA",1983-08-17,1983,1983-08-17 12:00:00,27.9,-94.2,"HU",75,983,0
"AL031983","ALICIA",1983-08-17,1983,1983-08-17 18:00:00,28.1,-94.5,"HU",90,974,0
"AL031983","ALICIA",1983-08-18,1983,1983-08-18,28.4,-94.8,"HU",95,969,0
"AL031983","ALICIA",1983-08-18,1983,1983-08-18 06:00:00,28.9,-95,"HU",100,963,0
"AL031983","ALICIA",1983-08-18,1983,1983-08-18 07:00:00,29.1,-95.1,"HU",100,962,0
"AL031983","ALICIA",1983-08-18,1983,1983-08-18 12:00:00,29.7,-95.5,"HU",80,965,0
"AL031983","ALICIA",1983-08-18,1983,1983-08-18 18:00:00,30.5,-96,"TS",40,990,0
"AL031983","ALICIA",1983-08-19,1983,1983-08-19,31.5,-96.7,"TS",35,998,0
"AL031983","ALICIA",1983-08-19,1983,1983-08-19 06:00:00,32.4,-97.4,"TD",30,1003,0
"AL031983","ALICIA",1983-08-19,1983,1983-08-19 12:00:00,33.3,-98,"TD",25,1006,0
"AL031983","ALICIA",1983-08-19,1983,1983-08-19 18:00:00,34.4,-98.5,"TD",25,1009,0
"AL031983","ALICIA",1983-08-20,1983,1983-08-20,35.4,-99,"TD",20,1010,0
"AL031983","ALICIA",1983-08-20,1983,1983-08-20 06:00:00,36.5,-99.4,"EX",20,1011,0
"AL031983","ALICIA",1983-08-20,1983,1983-08-20 12:00:00,37.6,-99.2,"EX",20,1011,0
"AL031983","ALICIA",1983-08-20,1983,1983-08-20 18:00:00,38.9,-99,"EX",20,1011,0
"AL031983","ALICIA",1983-08-21,1983,1983-08-21,40,-98,"EX",20,1010,0
"AL031983","ALICIA",1983-08-21,1983,1983-08-21 06:00:00,41.2,-97,"EX",20,1010,0
"AL041983","BARRY",1983-08-23,1983,1983-08-23 18:00:00,26,-76,"TD",25,1012,0
"AL041983","BARRY",1983-08-24,1983,1983-08-24,26.8,-76.2,"TD",30,1011,0
"AL041983","BARRY",1983-08-24,1983,1983-08-24 06:00:00,27.4,-76.3,"TS",40,1010,0
"AL041983","BARRY",1983-08-24,1983,1983-08-24 12:00:00,28.1,-76.8,"TS",50,1011,0
"AL041983","BARRY",1983-08-24,1983,1983-08-24 18:00:00,28.1,-77.6,"TS",50,1011,0
"AL041983","BARRY",1983-08-25,1983,1983-08-25,28.1,-78.9,"TS",45,1011,0
"AL041983","BARRY",1983-08-25,1983,1983-08-25 06:00:00,28,-79.8,"TS",40,1012,0
"AL041983","BARRY",1983-08-25,1983,1983-08-25 11:00:00,27.9,-80.6,"TD",30,1013,0
"AL041983","BARRY",1983-08-25,1983,1983-08-25 12:00:00,27.9,-80.8,"TD",30,1013,0
"AL041983","BARRY",1983-08-25,1983,1983-08-25 18:00:00,27.5,-82,"TD",25,1014,0
"AL041983","BARRY",1983-08-26,1983,1983-08-26,27,-83.8,"TD",20,1013,0
"AL041983","BARRY",1983-08-26,1983,1983-08-26 06:00:00,26.3,-85,"TD",25,1013,0
"AL041983","BARRY",1983-08-26,1983,1983-08-26 12:00:00,25.7,-86.3,"TD",30,1012,0
"AL041983","BARRY",1983-08-26,1983,1983-08-26 18:00:00,25.2,-87.6,"TD",30,1011,0
"AL041983","BARRY",1983-08-27,1983,1983-08-27,25.1,-88.9,"TD",30,1010,0
"AL041983","BARRY",1983-08-27,1983,1983-08-27 06:00:00,25.2,-90.2,"TD",30,1009,0
"AL041983","BARRY",1983-08-27,1983,1983-08-27 12:00:00,25.8,-91.6,"TS",35,1008,0
"AL041983","BARRY",1983-08-27,1983,1983-08-27 18:00:00,25.8,-93,"TS",45,1002,0
"AL041983","BARRY",1983-08-28,1983,1983-08-28,25.7,-94.5,"TS",60,999,0
"AL041983","BARRY",1983-08-28,1983,1983-08-28 06:00:00,25.5,-95.5,"TS",60,998,0
"AL041983","BARRY",1983-08-28,1983,1983-08-28 12:00:00,25.5,-96.4,"HU",65,993,0
"AL041983","BARRY",1983-08-28,1983,1983-08-28 17:02:00,25.4,-97.4,"HU",70,986,0
"AL041983","BARRY",1983-08-28,1983,1983-08-28 18:00:00,25.4,-97.5,"HU",70,986,0
"AL041983","BARRY",1983-08-29,1983,1983-08-29,25.5,-98.5,"TS",40,995,0
"AL041983","BARRY",1983-08-29,1983,1983-08-29 06:00:00,25.5,-99.5,"TD",30,1005,0
"AL041983","BARRY",1983-08-29,1983,1983-08-29 12:00:00,25.5,-100.5,"TD",25,1010,0
"AL051983","CHANTAL",1983-09-10,1983,1983-09-10 12:00:00,30.2,-64.4,"TD",25,1010,0
"AL051983","CHANTAL",1983-09-10,1983,1983-09-10 18:00:00,30.9,-64,"TD",30,1008,0
"AL051983","CHANTAL",1983-09-11,1983,1983-09-11,31.6,-63.3,"TS",35,1005,0
"AL051983","CHANTAL",1983-09-11,1983,1983-09-11 06:00:00,32,-62.4,"TS",45,1000,0
"AL051983","CHANTAL",1983-09-11,1983,1983-09-11 12:00:00,32.4,-61.2,"TS",55,996,0
"AL051983","CHANTAL",1983-09-11,1983,1983-09-11 18:00:00,32.8,-60,"HU",65,994,0
"AL051983","CHANTAL",1983-09-12,1983,1983-09-12,33.1,-58.9,"HU",65,994,0
"AL051983","CHANTAL",1983-09-12,1983,1983-09-12 06:00:00,33.6,-57.6,"HU",65,994,0
"AL051983","CHANTAL",1983-09-12,1983,1983-09-12 12:00:00,34,-56.3,"HU",65,994,0
"AL051983","CHANTAL",1983-09-12,1983,1983-09-12 18:00:00,34.4,-55.5,"HU",65,994,0
"AL051983","CHANTAL",1983-09-13,1983,1983-09-13,34.8,-54.9,"TS",55,1000,0
"AL051983","CHANTAL",1983-09-13,1983,1983-09-13 06:00:00,35.3,-54.5,"TS",55,1000,0
"AL051983","CHANTAL",1983-09-13,1983,1983-09-13 12:00:00,35.9,-54.2,"TS",45,1005,0
"AL051983","CHANTAL",1983-09-13,1983,1983-09-13 18:00:00,36.3,-53.9,"TS",40,1005,0
